id;control;cultivar;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
1,sc,Sem classificação,3.675.463,00;665.425,00;197.232,00;491.357,00;57.307,00;540.146,00;24.440,00;9.743,00;85.475,00;2.317.099,00;306.970,00;494.703,00;1.719.913,00;21.742,00;99.929,00;104.929,00;12.689,00;99.743,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152.517,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;166.947,00;0,00;0,00;0,00
